name,gender,age,class,embarked,country,ticketno,fare,sibsp,parch,survived
"Payne, Mr. Vivian Ponsonby",male,23,1st,S,Canada,12749,93.1,0,0,0
"Peacock, Master. Albert Edward",male,0.5833333333,3rd,S,England,3101315,13.1506,1,1,0
"Peacock, Miss. Treasteall",female,4,3rd,S,England,3101315,13.1506,1,1,0
"Peacock, Mrs. Edith",female,26,3rd,S,England,3101315,13.1506,0,2,0
"Pearce, Mr. Ernest",male,32,3rd,S,England,343271,7,0,0,0
"Pears, Mrs. Edith",female,22,1st,S,England,113776,66.12,1,0,1
"Pears, Mr. Thomas Clinton",male,29,1st,S,England,113776,66.12,1,0,0
"Pedersen, Mr. Olaf",male,28,3rd,S,Norway,345498,7.1506,0,0,0
"Peduzzi, Mr. Giuseppe",male,24,3rd,S,England,2817,8.01,0,0,0
"Pekoniemi, Mr. Edvard",male,21,3rd,S,Finland,3101294,7.1806,0,0,0
"Peltomäki, Mr. Nikolai Johannes",male,25,3rd,S,Finland,3101291,7.1806,0,0,0
"Peñasco y Castellana, Mrs. Maria Josefa Perezde Soto y Vallejo",female,22,1st,C,Spain,17758,108.18,1,0,1
"Peñasco y Castellana, Mr. Victor",male,24,1st,C,Spain,17758,108.18,1,0,0
"Pengelly, Mr. Frederick William",male,19,2nd,S,England,28665,10.1,0,0,0
"Perkin, Mr. John Henry",male,24,3rd,S,England,21174,7.05,0,0,0
"Pernot, Mr. René",male,39,2nd,C,France,2131,15.01,0,0,0
"Perreault, Miss. Mary Anne",female,33,1st,S,Canada,12749,93.1,0,0,1
"Persson, Mr. Ernst Ulrik",male,25,3rd,S,Sweden,347083,7.1506,1,0,1
"Peruschitz, Fr. Josef",male,41,2nd,S,Germany,237393,13,0,0,0
"Peteranec, Miss. Mathilda",female,28,3rd,S,Croatia,349245,7.1711,0,0,0
"Peter / Joseph, Master. Michael J.",male,4,3rd,C,Lebanon,2668,22.0702,1,1,1
"Peter / Joseph, Miss. Anna",female,2,3rd,C,Lebanon,2668,22.0702,1,1,1
"Petersen, Mr. Marius",male,24,3rd,S,England,342441,8.01,0,0,0
"Peters, Miss. Catherine",female,28,3rd,Q,Ireland,330935,8.0209,0,0,0
"Petroff, Mr. Nedialco",male,19,3rd,S,Bulgaria,349212,7.1711,0,0,0
"Petroff, Mr. Pastcho",male,29,3rd,S,Bulgaria,349215,7.1711,0,0,0
"Pettersson, Miss. Elin Natalia",female,18,3rd,S,Sweden,347087,7.1506,0,0,0
"Pettersson, Mr. Johan Emil",male,25,3rd,S,Sweden,347076,7.1506,1,0,0
"Peuchen, Major. Arthur Godfrey",male,52,1st,S,Canada,113786,30.1,0,0,1
"Phillips, Miss. Alice Frances Louisa",female,21,2nd,S,England,2,21,0,1,1
"Phillips, Miss. Kate Florence",female,19,2nd,S,England,250655,26,0,0,1
"Phillips, Mr. Escott Robert",male,43,2nd,S,England,2,21,0,1,0
"Picard, Mr. Benoît",male,33,3rd,S,Poland,392078,8.01,0,0,1
"Pinsky, Mrs. Rosa",female,32,2nd,S,Poland,234604,13,0,0,1
"Plotcharsky, Mr. Vasil",male,27,3rd,S,NA,349227,7.1711,0,0,0
"Pokrnic, Mr. Mate",male,17,3rd,S,Croatia,315095,8.1303,0,0,0
"Pokrnic, Mr. Tome",male,24,3rd,S,Croatia,315092,8.1303,0,0,0
"Ponesell, Mr. Martin",male,24,2nd,S,England,250647,13,0,0,0
"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30,2nd,C,United States,34644,12.1409,0,0,1
"Porter, Mr. Walter Chamberlain",male,46,1st,S,United States,110465,52,0,0,0
"Potter, Mrs. Lily Alexenia",female,56,1st,C,United States,11767,83.0302,0,1,1
"Pulbaum, Mr. Franz",male,27,2nd,C,United States,2168,15,0,0,0
"Pulner, Mr. Uscher",male,16,3rd,C,NA,3411,8.1403,0,0,0
"Quick, Miss. Phyllis May",female,2,2nd,S,NA,26360,26,1,1,1
"Quick, Miss. Winifred Vera",female,8,2nd,S,NA,26360,26,1,1,1
"Quick, Mrs. Jane",female,33,2nd,S,NA,26360,26,0,2,1
"Radeff, Mr. Alexander",male,27,3rd,S,NA,349223,7.1711,0,0,0
"Rafūl-Būlus, Mr. Bākhūs",male,21,3rd,C,Lebanon,2679,7.0406,0,0,0
"Rasmussen, Mrs. Lena Jakobsen",female,63,3rd,S,Norway,65305,8.0203,0,0,0
"Razi, Mr. Raihed",male,30,3rd,C,Lebanon,2629,7.0407,0,0,0
"Reed, Mr. James George",male,18,3rd,S,Wales,362316,7.05,0,0,0
"Reeves, Mr. David",male,36,2nd,S,England,17248,10.1,0,0,0
"Rekic, Mr. Tido",male,38,3rd,S,Bosnia,349249,7.1711,0,0,0
"Renouf, Mr. Peter Henry",male,33,2nd,S,Channel Islands,31027,21,1,0,0
"Renouf, Mrs. Lillian",female,30,2nd,S,Channel Islands,31027,21,3,0,1
"Reuchlin, Mr. Jonkheer Johan George",male,37,1st,C,Netherlands,19972,NA,0,0,0
"Reynalds, Sra. Encarnación",female,29,2nd,S,Spain,230434,13,0,0,1
"Reynolds, Mr. Harold",male,21,3rd,S,England,342684,8.01,0,0,0
"Rheims, Mr. George Alexander Lucien",male,33,1st,C,United States,17607,39.12,0,0,1
"Rice, Master. Albert",male,10,3rd,Q,Ireland,382652,29.0206,4,1,0
"Rice, Master. Arthur",male,4,3rd,Q,Ireland,382652,29.0206,4,1,0
"Rice, Master. Eric",male,7,3rd,Q,Ireland,382652,29.0206,4,1,0
"Rice, Master. Eugene Francis",male,2,3rd,Q,Ireland,382652,29.0206,4,1,0
"Rice, Master. George Hugh",male,8,3rd,Q,Ireland,382652,29.0206,4,1,0
"Rice, Mrs. Margaret",female,39,3rd,Q,Ireland,382652,29.0206,0,5,0
"Richard, Mr. Emile Phillippe",male,23,2nd,C,NA,2133,15,0,0,0
"Richards, Master. Sibley George",male,0.75,2nd,S,England,29106,18.15,1,1,1
"Richards, Master. William Rowe",male,3,2nd,S,England,29106,18.15,1,1,1
"Richards, Mrs. Emily",female,24,2nd,S,England,29106,18.15,2,3,1
"Ridsdale, Miss. Lucy",female,58,2nd,S,England,14258,10.1,0,0,1
"Righini, Mr. Sante",male,22,1st,C,NA,17760,135.1208,0,0,0
"Riihivuori, Miss. Susanna Juhantytär",female,22,3rd,S,Finland,3101295,39.1309,0,0,0
"Rintamäki, Mr. Matti",male,35,3rd,S,Finland,3101273,7.0206,0,0,0
"Riordan, Miss. Hannah",female,22,3rd,Q,Ireland,334915,7.1405,0,0,1
"Risien, Mr. Samuel Beard",male,69,3rd,S,England,364498,14.1,0,0,0
"Risien, Mrs. Emma Jane",female,64,3rd,S,England,364498,14.1,0,0,0
"Robert, Mrs. Elisabeth Walton",female,43,1st,S,United States,24160,211.0609,0,1,1
"Robins, Mr. Alexander A.",male,50,3rd,S,England,3337,14.1,1,0,0
"Robins, Mrs. Charity",female,48,3rd,S,England,3337,14.1,1,0,0
"Robins, Mr. Victor",male,45,1st,C,England,17757,247.1006,0,0,0
"Roebling, Mr. Washington Augustus II",male,31,1st,S,United States,17590,50.0911,0,0,0
"Rogers, Mr. Reginald Harry",male,18,2nd,S,England,28004,10.1,0,0,0
"Rogers, Mr. William John",male,30,3rd,S,Wales,23567,8.01,0,0,0
"Romaine, Mr. Charles Hallace",male,45,1st,S,United States,111428,26.11,0,0,1
"Rommetvedt, Mr. Knud Paust",male,49,3rd,S,Norway,312993,7.1506,0,0,0
"Rood, Mr. Hugh Roscoe",male,39,1st,S,United States,113767,50,0,0,0
"Rosblom, Miss. Salli Helena",female,2,3rd,S,Finland,370129,20.0403,1,1,0
"Rosblom, Mrs. Helena Wilhelmina",female,41,3rd,S,Finland,370129,20.0403,0,2,0
"Rosblom, Mr. Viktor Richard",male,18,3rd,S,Finland,370129,20.0403,1,1,0
"Rosenbaum, Miss. Edith Louise",female,33,1st,C,France,17613,27.1405,0,0,1
"Rosenshine, Mr. George",male,46,1st,C,United States,17585,79,0,0,0
"Ross, Mr. John Hugo",male,36,1st,S,Canada,13049,40.0206,0,0,0
"Rothes, Lucy Noël Martha, Countess of",female,33,1st,S,England,110152,86.1,0,0,1
"Roth, Miss. Sarah",female,26,3rd,S,Austria,342712,8.01,0,0,1
"Rothschild, Mr. Martin",male,46,1st,C,United States,17603,59.08,1,0,0
"Rothschild, Mrs. Elizabeth Jane Anne",female,54,1st,C,United States,17603,59.08,1,0,1
"Rouse, Mr. Richard Henry",male,55,3rd,S,England,3594,8.01,0,0,0
"Rowe, Mr. Alfred G.",male,59,1st,S,Peru,113790,26.11,0,0,0
"Rugg, Miss. Emily",female,22,2nd,S,Channel Islands,31026,10.1,0,0,1
"Rush, Mr. Alfred George John",male,17,3rd,S,England,20589,8.01,0,0,0
"Ryan, Mr. Edward",male,24,3rd,Q,Ireland,383162,7.15,0,0,1
"Ryan, Mr. Patrick",male,30,3rd,Q,Ireland,371110,24.03,0,0,0
"Ryerson, Master. John Borie",male,13,1st,C,United States,17608,262.0706,2,2,1
"Ryerson, Miss. Emily Borie",female,18,1st,C,United States,17608,262.0706,2,2,1
"Ryerson, Miss. Susan Parker Suzette",female,21,1st,C,United States,17608,262.0706,2,2,1
"Ryerson, Mr. Arthur Larned",male,61,1st,C,United States,17608,262.0706,1,3,0
"Ryerson, Mrs. Emily Maria",female,48,1st,C,United States,17608,262.0706,1,3,1
"Saad, Mr. Amin",male,30,3rd,C,Lebanon,2671,7.0407,0,0,0
"Saad, Mr. Khalil",male,27,3rd,C,Lebanon,2672,7.0406,0,0,0
"Saalfeld, Mr. Adolphe",male,47,1st,S,England,19988,30.1,0,0,1
"Sadlier, Mr. Matthew",male,19,3rd,Q,Ireland,367655,7.1407,0,0,0
"Sadowitz, Mr. Henry",male,17,3rd,S,England,1855,7.111,0,0,0
"Sæther, Mr. Simon Sivertsen",male,43,3rd,S,Norway,3101262,7.05,0,0,0
"Sage, Master. Anthony William",male,13,3rd,S,England,2343,69.11,8,2,0
"Sage, Master. Thomas Henry",male,5,3rd,S,England,2343,69.11,8,2,0
"Sage, Miss. Constance Gladys",female,8,3rd,S,England,2343,69.11,8,2,0
"Sage, Miss. Dorothy",female,14,3rd,S,England,2343,69.11,8,2,0
"Sage, Miss. Elizabeth Ada",female,10,3rd,S,England,2343,69.11,8,2,0
"Sage, Miss. Stella Anne",female,21,3rd,S,England,2343,69.11,8,2,0
"Sage, Mr. Douglas Bullen",male,18,3rd,S,England,2343,69.11,8,2,0
"Sage, Mr. Frederick",male,17,3rd,S,England,2343,69.11,8,2,0
"Sage, Mr. George John",male,20,3rd,S,England,2343,69.11,8,2,0
"Sage, Mr. John George",male,45,3rd,S,England,2343,69.11,1,9,0
"Sage, Mrs. Annie Elizabeth",female,45,3rd,S,England,2343,69.11,1,9,0
"Sägesser, Mlle. Emma",female,24,1st,C,NA,17477,69.06,0,0,1
"Salander, Mr. Karl Johan",male,24,3rd,S,Sweden,7266,9.0606,0,0,0
"Salkjelsvik, Miss. Anna Kristine",female,21,3rd,S,Norway,343120,7.13,0,0,1
"Salomon, Mr. Abraham Lincoln",male,43,1st,S,United States,111163,26,0,0,1
"Salonen, Mr. Johan Werner",male,29,3rd,S,United States,3101296,7.1806,0,0,0
"Samaan, Mr. Elias",male,17,3rd,C,Lebanon,2662,21.1307,2,0,0
"Samaan, Mr. Hanna Elias",male,40,3rd,C,Lebanon,2662,21.1307,2,0,0
"Samaan, Mr. Youssef",male,16,3rd,C,Lebanon,2662,21.1307,2,0,0
"Sandström, Miss. Beatrice Irene",female,1,3rd,S,Sweden,9549,16.14,1,1,1
"Sandström, Miss. Marguerite Rut",female,4,3rd,S,Sweden,9549,16.14,1,1,1
"Sandström, Mrs. Agnes Charlotta",female,24,3rd,S,Sweden,9549,16.14,0,2,1
"Sap, Mr. Julius",male,21,3rd,S,Belgium,345768,9.1,0,0,1
"Saundercock, Mr. William Henry",male,19,3rd,S,England,2151,8.01,0,0,0
"Sawyer, Mr. Frederick Charles",male,24,3rd,S,England,342826,8.01,0,0,0
"Scanlan, Mr. James",male,22,3rd,Q,Ireland,36209,7.1406,0,0,0
"Schabert, Mrs. Emma",female,35,1st,C,Germany,13236,57.15,1,0,1
"Scheerlinck, Mr. Jean",male,29,3rd,S,Belgium,345779,9.1,0,0,1
"Schmidt, Mr. Augustus",male,22,2nd,S,England,248659,13,0,0,0
"Sdycoff, Mr. Todor",male,42,3rd,S,NA,349222,7.1711,0,0,0
"Sedgwick, Mr. Charles Frederick Waddington",male,28,2nd,S,England,244361,13,0,0,0
"Seman, Master. Betros",male,10,3rd,C,Lebanon,2622,4,0,0,0
"Serreplan, Miss. Auguste",female,30,1st,S,NA,113798,31,0,0,1
"Seward, Mr. Frederic Kimber",male,34,1st,S,United States,113794,26.11,0,0,1
"Shannon, Mr. Andrew John",male,35,3rd,S,Ireland,370160,NA,NA,NA,0
"Sharp, Mr. Percival",male,29,2nd,S,England,244358,26,0,0,0
"Shaughnessy, Mr. Patrick",male,27,3rd,Q,Ireland,370374,7.15,0,0,0
"Shedid, Mr. Daher",male,19,3rd,C,NA,2698,7.0406,0,0,0
"Shellard, Mr. Frederick William Blainey",male,55,3rd,S,England,6212,15.02,0,0,0
"Shelley, Mrs. Imanita Parrish",female,25,2nd,S,United States,230433,26,0,1,1
"Shihāb, Mr. Al-Amīr Fāris",male,26,3rd,C,Lebanon,2631,7.0406,0,0,0
"Shine, Miss. Ellen",female,20,3rd,Q,Ireland,330968,7.1607,0,0,1
"Shorney, Mr. Charles Joseph",male,22,3rd,S,England,374910,8.01,0,0,0
"Shutes, Miss. Elizabeth Weed",female,40,1st,S,United States,17582,153.0903,0,0,1
"Silvén, Miss. Lyyli Karoliina",female,17,2nd,S,Finland,250652,13,0,2,1
"Silverthorne, Mr. Spencer Victor",male,35,1st,S,United States,17475,26.0509,0,0,1
"Silvey, Mrs. Alice Gray",female,39,1st,C,United States,13507,55.18,1,0,1
"Silvey, Mr. William Baird",male,51,1st,C,United States,13507,55.18,1,0,0
"Simmons, Mr. John",male,40,3rd,S,England,392082,8.01,0,0,0
"Simonius-Blumer, Mr. Colonel (Oberst) Alfons",male,56,1st,S,Switzerland,13213,35.1,0,0,1
"Sincock, Miss. Maude",female,20,2nd,S,England,33112,36.15,0,0,1
"Sinkkonen, Miss. Anna",female,30,2nd,S,Finland,250648,13,0,0,1
"Sirayanian, Mr. Orsen",male,22,3rd,C,Turkey,2669,7.0407,0,0,0
"Sirota, Mr. Morris",male,20,3rd,S,England,392092,8.01,0,0,0
"Sivic, Mr. Husein",male,40,3rd,S,Bosnia,349251,7.1711,0,0,0
"Sivola, Mr. Antti Wilhelm",male,21,3rd,S,United States,3101280,7.1806,0,0,0
"Sjöblom, Miss. Anna Sofia",female,18,3rd,S,Finland,3101265,6.0911,0,0,1
"Sjöstedt, Mr. Ernst Adolf",male,59,2nd,S,Sweden,237442,13.1,0,0,0
"Skoog, Master. Harald",male,5,3rd,S,United States,347088,27.18,3,2,0
"Skoog, Master. Karl Thorsten",male,11,3rd,S,United States,347088,27.18,3,2,0
"Skoog, Miss. Mabel",female,9,3rd,S,United States,347088,27.18,3,2,0
"Skoog, Miss. Margit Elizabeth",female,2,3rd,S,United States,347088,27.18,3,2,0
"Skoog, Mrs. Anna Bernhardina",female,43,3rd,S,Sweden,347088,27.18,1,4,0
"Skoog, Mr. Wilhelm Johansson",male,40,3rd,S,Sweden,347088,27.18,1,4,0
"Slabenoff, Mr. Petco",male,42,3rd,S,NA,349214,7.1711,0,0,0
"Slayter, Miss. Hilda Mary",female,30,2nd,Q,Canada,234818,12.07,0,0,1
"Slemen, Mr. Richard James",male,35,2nd,S,England,28206,10.1,0,0,0
"Slocovski, Mr. Selman Francis",male,20,3rd,S,England,392086,8.01,0,0,0
"Sloper, Mr. William Thompson",male,28,1st,S,United States,113788,35.1,0,0,1
"Smart, Mr. John Montgomery",male,56,1st,S,England,113792,26.11,0,0,0
"Smiljanic, Mr. Mile",male,37,3rd,S,Croatia,315037,8.1303,0,0,0
"Smith, Miss. Marion Elsie",female,49,2nd,S,England,31418,13,0,0,1
"Smith, Mr. James Clinch",male,56,1st,C,France,17764,30.1311,0,0,0
"Smith, Mr. Lucian Philip",male,24,1st,C,United States,13695,60,1,0,0
"Smith, Mr. Richard William",male,57,1st,S,England,113056,26,0,0,0
"Smith, Mrs. Mary Eloise",female,18,1st,C,United States,13695,60,1,0,1
"Smyth, Miss. Julia",female,18,3rd,Q,Ireland,335432,7.1408,0,0,1
"Smyth, Mr. Thomas",male,27,3rd,Q,Ireland,384461,7.15,0,0,0
"Snyder, Mr. John Pillsbury",male,24,1st,S,United States,21228,82.0504,1,0,1
"Snyder, Mrs. Nelle",female,23,1st,S,United States,21228,82.0504,1,0,1
"Sobey, Mr. Samuel James Hayden",male,25,2nd,S,England,29178,13,0,0,0
"Søholt, Mr. Peter Andreas Lauritz Andersen",male,19,3rd,S,Norway,348124,7.13,0,0,0
"Somerton, Mr. Francis William",male,31,3rd,S,England,18509,8.01,0,0,0
"Spector, Mr. Woolf",male,23,3rd,S,England,3236,8.01,0,0,0
"Spedden, Master. Robert Douglas",male,6,1st,C,United States,16966,134.1,0,2,1
"Spedden, Mr. Frederic Oakley",male,45,1st,C,United States,16966,134.1,1,1,1
"Spedden, Mrs. Margaretta Corning",female,39,1st,C,United States,16966,134.1,1,1,1
"Spencer, Mrs. Marie Eugenie",female,48,1st,C,United States,17569,146.1005,1,0,1
"Spencer, Mr. William Augustus",male,57,1st,C,United States,17569,146.1005,1,0,0
"Spinner, Mr. Henry John",male,31,3rd,S,England,369943,8.01,0,0,0
"Stähelin-Maeglin, Dr. Max",male,32,1st,S,Switzerland,13214,30.1,0,0,1
"Staneff, Mr. Ivan",male,23,3rd,S,Bulgaria,349208,7.1711,0,0,0
"Stankovic, Mr. Ivan",male,33,3rd,C,Croatia,349239,8.1309,0,0,0
"Stanley, Miss. Amy Zillah Elsie",female,24,3rd,S,England,2314,7.11,0,0,1
"Stanley, Mr. Rowland Edwin",male,22,3rd,S,England,45380,8.01,0,0,0
"Stanton, Mr. Samuel Ward",male,42,2nd,C,United States,237734,15,0,0,0
"Stead, Mr. William Thomas",male,62,1st,S,England,113514,26.11,0,0,0
"Stengel, Mr. Charles Emil Henry",male,54,1st,C,United States,11778,55.081,1,0,1
"Stengel, Mrs. Annie May",female,43,1st,C,Ireland,11778,55.081,1,0,1
"Stephenson, Mrs. Martha",female,52,1st,C,United States,36947,78.0504,1,0,1
"Stewart, Mr. Albert Ankeny",male,64,1st,C,United States,17605,27.1405,0,0,0
"Stokes, Mr. Philip Joseph",male,24,2nd,S,England,13540,10.1,0,0,0
"Stone, Mrs. Martha Evelyn",female,61,1st,S,United States,113572,80,0,0,1
"Storey, Mr. Thomas",male,59,3rd,S,England,370160,NA,0,0,0
"Stoytcheff, Mr. Ilia",male,19,3rd,S,Bulgaria,349205,7.1711,0,0,0
"Strandberg, Miss. Ida Sofia",female,22,3rd,S,Finland,7553,9.1609,0,0,0
"Strandén, Mr. Juho Niilosson",male,30,3rd,S,Finland,3101288,7.1806,0,0,1
"Straus, Mr. Isidor",male,67,1st,S,United States,17483,221.1507,1,0,0
"Straus, Mrs. Rosalie Ida",female,63,1st,S,Germany,17483,221.1507,1,0,0
"Strilic, Mr. Ivan",male,27,3rd,S,Croatia,315083,8.1303,0,0,0
"Ström, Miss. Telma Matilda",female,2,3rd,S,United States,347054,10.0903,0,1,0
"Ström, Mrs. Elna Matilda",female,29,3rd,S,Sweden,347054,10.0903,1,1,0
"Sunderland, Mr. Victor Francis",male,20,3rd,S,England,392089,8.01,0,0,1
"Sundman, Mr. Johan Julian",male,44,3rd,S,Finland,3101269,7.1806,0,0,1
"Sutehall, Mr. Henry Jr",male,25,3rd,S,England,392076,7.01,0,0,0
"Sutton, Mr. Frederick",male,61,1st,S,England,36963,32.0605,0,0,0
"Svensson, Mr. Johan",male,74,3rd,S,Sweden,347060,7.1506,0,0,0
"Svensson, Mr. Johan Cervin",male,14,3rd,S,Sweden,7538,9.0406,0,0,1
"Svensson, Mr. Olof",male,24,3rd,S,Sweden,350035,7.1511,0,0,0
"Swane, Mr. George",male,19,2nd,S,England,248734,13,0,0,0
"Sweet, Mr. George Frederick",male,14,2nd,S,England,220845,65,0,0,0
"Swift, Mrs. Margaret Welles",female,46,1st,S,United States,17466,25.1807,0,0,1
"Tannūs, Master. As'ad",male,0.4166666667,3rd,C,Lebanon,2625,8.1004,0,1,1
"Tannūs, Mr. Bashīr",male,30,3rd,C,Lebanon,2621,6.0809,1,0,0
"Tannūs, Mrs. Thamīn",female,16,3rd,C,Lebanon,2625,8.1004,1,1,1
"Taussig, Miss. Ruth",female,18,1st,S,United States,110413,79.13,0,2,1
"Taussig, Mr. Emil",male,52,1st,S,United States,110413,79.13,1,1,0
"Taussig, Mrs. Tillie",female,39,1st,S,United States,110413,79.13,1,1,1
"Taylor, Mr. Elmer Zebley",male,48,1st,S,United States,19996,52,1,0,1
"Taylor, Mr. Percy Cornelius",male,40,2nd,S,England,250654,NA,NA,NA,0
"Taylor, Mrs. Juliet Cummins",female,49,1st,S,United States,19996,52,1,0,1
"Tenglin, Mr. Gunnar Isidor",male,25,3rd,S,Sweden,350033,7.1511,0,0,1
"Thayer, Mr. John Borland",male,49,1st,C,United States,17421,110.1708,1,1,0
"Thayer, Mr. John Borland jr",male,17,1st,C,United States,17421,110.1708,0,2,1
"Thayer, Mrs. Marian Longstreth",female,39,1st,C,United States,17421,110.1708,1,1,1
"Theobald, Mr. Thomas Leonard",male,34,3rd,S,England,363294,8.01,0,0,0
"Thomas/Tannous, Mr. John",male,34,3rd,C,NA,2681,6.0809,0,0,0
"Thomas/Tannous, Mr. Tannous",male,16,3rd,C,NA,2684,7.0406,0,0,0
"Thompson, Mr. Alexander Mellis",male,37,3rd,S,Scotland,32302,8.01,0,0,0
"Thorne, Miss. Gertrude Maybelle",female,38,1st,C,United States,17585,80,0,0,1
"Thorneycroft, Mr. Percival",male,37,3rd,S,England,376564,16.02,1,0,0
"Thorneycroft, Mrs. Florence Kate",female,33,3rd,S,England,376564,16.02,1,0,1
"Tikkanen, Mr. Juho",male,32,3rd,S,Finland,3101293,7.1806,0,0,0
"Tobin, Mr. Roger",male,20,3rd,Q,Ireland,383121,7.15,0,0,0
"Todoroff, Mr. Lalio",male,23,3rd,S,Bulgaria,349216,7.1711,0,0,0
"Tomlin, Mr. Ernest Portage",male,22,3rd,S,England,364499,8.01,0,0,0
"Toomey, Miss. Ellen Mary",female,48,2nd,S,Ireland,13531,10.1,0,0,1
"Törber, Mr. Ernst Wilhelm",male,41,3rd,S,England,364511,8.01,0,0,0
"Torfa, Mr. Assad",male,20,3rd,C,Lebanon,2673,7.0407,0,0,0
"Törnquist, Mr. William Henry",male,26,3rd,S,Sweden,NA,NA,0,0,1
"Totevski, Mr. Hristo Danchev",male,25,3rd,S,Bulgaria,349203,7.1711,0,0,0
"Troupiansky, Mr. Moses Aaron",male,23,2nd,S,England,233639,13,0,0,0
"Trout, Mrs. Jessie Laird",female,27,2nd,S,Scotland,240929,12.13,0,0,1
"Troutt, Miss. Edwina Celia",female,27,2nd,S,England,34218,10.1,0,0,1
"Tucker, Mr. Gilbert Milligan jr",male,31,1st,C,United States,2543,28.1009,0,0,1
"Tu'mah, Master. Jirjis Yūsuf",male,8,3rd,C,Lebanon,2650,15.0411,1,1,1
"Tu'mah, Miss. Mariyam",female,9,3rd,C,Lebanon,2650,15.0411,1,1,1
"Tu'mah, Mrs. Hinnah",female,27,3rd,C,Lebanon,2650,15.0411,0,2,1
"Turcin, Mr. Stjepan",male,36,3rd,S,Croatia,349247,7.1711,0,0,0
"Turja, Miss. Anna Sofia",female,18,3rd,S,Finland,4138,9.161,0,0,1
"Turkula, Mrs. Hedwig",female,63,3rd,S,Finland,4134,9.1109,0,0,1
"Turpin, Mrs. Dorothy Ann",female,26,2nd,S,England,11668,21,1,0,0
"Turpin, Mr. William John",male,29,2nd,S,England,11668,21,1,0,0
"Uruchurtu, Don. Manuel Ramirez",male,39,1st,C,Mexico,17601,27.1405,0,0,0
"van Billiard, Master. James William",male,10,3rd,S,England,851,14.1,1,1,0
"van Billiard, Master. Walter John",male,9,3rd,S,England,851,14.1,1,1,0
"van Billiard, Mr. Austin Blyler",male,35,3rd,S,England,851,14.1,0,2,0
"Van den Steen, Mr. Leo Peter",male,28,3rd,S,Belgium,345783,9.1,0,0,0
"Vandercruyssen, Mr. Victor",male,46,3rd,S,Belgium,345765,9,0,0,0
"Van der hoef, Mr. Wyckoff",male,61,1st,S,United States,111240,33.1,0,0,0
"Vanderplancke, Miss. Augusta Maria",female,18,3rd,S,Belgium,345764,18,2,0,0
"Vanderplancke, Mr. Julius",male,31,3rd,S,Belgium,345763,18,3,0,0
"Vanderplancke, Mr. Leo Edmondus",male,15,3rd,S,Belgium,345763,18,2,0,0
"Vanderplancke, Mrs. Emelie Maria",female,31,3rd,S,Belgium,345763,18,1,0,0
"Van de Velde, Mr. Johannes Josef",male,35,3rd,S,Belgium,345780,9.1,0,0,0
"Vandewalle, Mr. Nestor Cyriel",male,28,3rd,S,Belgium,345770,9.1,0,0,0
"Van Impe, Miss. Catharina",female,10,3rd,S,Belgium,345773,24.03,0,2,0
"Van Impe, Mr. Jean Baptiste",male,36,3rd,S,Belgium,345773,24.03,1,1,0
"Van Impe, Mrs. Rosalie Paula",female,30,3rd,S,Belgium,345773,24.03,1,1,0
"van Melckebeke, Mr. Philemon",male,23,3rd,S,Belgium,345777,9.1,0,0,0
"Vartanian, Mr. David",male,22,3rd,C,Turkey,2658,7.0406,0,0,1
"Veal, Mr. James",male,40,2nd,S,United States,28221,13,0,0,0
"Vendel, Mr. Olof Edvin",male,20,3rd,S,Sweden,350416,7.1701,0,0,0
"Veström, Miss. Hulda Amanda Adolfina",female,14,3rd,S,Sweden,350406,7.1701,0,0,0
"Vovk, Mr. Janko",male,21,3rd,S,Slovenia,349252,7.1711,0,0,0
"Waelens, Mr. Achille",male,22,3rd,S,Belgium,345767,9,0,0,0
"Walker, Mr. William Anderson",male,48,1st,S,United States,36967,34,0,0,0
"Wallcroft, Miss. Ellen 'Nellie'",female,36,2nd,S,England,13528,21,0,0,1
"Ward, Miss. Annie Moore",female,37,1st,C,NA,17755,512.0607,0,0,1
"Ware, Mr. Frederick",male,35,3rd,S,England,359309,8.01,0,0,0
"Ware, Mr. John James",male,47,2nd,S,England,31352,21,1,0,0
"Ware, Mrs. Florence Louise",female,32,2nd,S,England,31352,21,0,0,1
"Ware, Mr. William Jeffery",male,23,2nd,S,England,28666,10.1,1,0,0
"Warren, Mr. Charles William",male,31,3rd,S,England,49867,7.11,0,0,0
"Warren, Mr. Frank Manley",male,63,1st,C,United States,110813,75.05,1,0,0
"Warren, Mrs. Anna Sophia",female,60,1st,C,England,110813,75.05,1,0,1
"Watson, Mr. Ennis Hastings",male,19,2nd,B,Northern Ireland,239856,NA,0,0,0
"Watt, Miss. Robertha Josephine",female,12,2nd,S,Scotland,33595,15.15,0,0,1
"Watt, Mrs. Elizabeth",female,40,2nd,S,Scotland,33595,15.15,0,0,1
"Wazli, Mr. Yousif Ahmed",male,23,3rd,C,Lebanon,2647,7.0406,0,0,0
"Webber, Miss. Susan",female,37,2nd,S,England,27267,13,0,0,1
"Webber, Mr. James",male,66,3rd,S,England,3101316,8.01,0,0,0
"Weir, Colonel. John",male,59,1st,S,United States,113800,26.11,0,0,0
"Weisz, Mr. Léopold",male,37,2nd,S,Hungary,228414,26,1,0,0
"Weisz, Mrs. Mathilde Françoise",female,37,2nd,S,England,228414,26,1,0,1
"Wells, Master. Ralph Lester",male,2,2nd,S,England,29103,23,1,1,1
